Date,1st_D,2nd_D,3rd_D,4th_D,5th_D,6th_D,Odd,Even,Prime,Non_Prime,% ODD,% EVEN,% Prime,% NonPrime
2016/10/18,24,44,48,61,73,87,3,3,2,4,50,50,33,67
2016/10/20,2,43,65,66,67,90,3,3,3,3,50,50,50,50
2016/10/22,1,6,45,48,64,78,2,4,1,5,33,67,17,83
2016/10/25,4,40,54,65,83,85,3,3,1,5,50,50,17,83
2016/10/27,3,12,23,71,76,83,4,2,4,2,67,33,67,33
2016/10/29,1,7,13,17,40,49,5,1,4,2,83,17,67,33
2016/11/3,21,35,56,66,68,79,3,3,1,5,50,50,17,83
2016/11/5,21,22,26,35,47,85,4,2,1,5,67,33,17,83
2016/11/8,31,32,60,75,81,84,3,3,1,5,50,50,17,83
2016/11/10,26,41,50,55,69,86,3,3,1,5,50,50,17,83
2016/11/12,9,12,20,22,75,90,2,4,0,6,33,67,0,100
2016/11/15,9,18,25,31,78,81,4,2,1,5,67,33,17,83
2016/11/17,2,20,23,41,44,59,3,3,4,2,50,50,67,33
2016/11/19,28,29,37,43,51,78,4,2,3,3,67,33,50,50
2016/11/22,8,21,44,77,80,86,2,4,0,6,33,67,0,100
2016/11/24,53,68,75,79,82,84,3,3,2,4,50,50,33,67
2016/11/26,41,42,44,47,68,69,3,3,2,4,50,50,33,67
2016/11/29,5,24,35,49,62,77,4,2,1,5,67,33,17,83
2016/12/1,11,20,31,56,63,72,3,3,2,4,50,50,33,67
2016/12/3,2,10,15,26,68,71,2,4,2,4,33,67,33,67
2016/12/6,24,51,56,64,65,73,3,3,1,5,50,50,17,83
2016/12/10,54,65,66,68,70,85,2,4,0,6,33,67,0,100
2016/12/13,17,21,35,48,60,76,3,3,1,5,50,50,17,83
2016/12/15,9,30,31,53,67,86,4,2,3,3,67,33,50,50
2016/12/17,7,15,31,39,41,45,6,0,3,3,100,0,50,50
2016/12/20,10,11,29,47,58,73,4,2,4,2,67,33,67,33
2016/12/22,14,23,24,44,77,86,2,4,1,5,33,67,17,83
2016/12/24,1,19,21,32,48,86,3,3,2,4,50,50,33,67
2016/12/27,13,25,30,57,58,64,3,3,1,5,50,50,17,83
2016/12/29,31,33,38,58,76,85,3,3,1,5,50,50,17,83
2016/12/31,12,14,18,22,28,33,1,5,0,6,17,83,0,100
2017/1/3,9,12,27,32,45,77,4,2,0,6,67,33,0,100
2017/1/5,1,7,21,27,39,78,5,1,2,4,83,17,33,67
2017/1/7,2,8,62,79,81,88,2,4,2,4,33,67,33,67
2017/1/10,1,9,22,25,58,84,3,3,1,5,50,50,17,83
2017/1/12,14,16,30,34,52,73,1,5,1,5,17,83,17,83
2017/1/14,12,17,24,45,67,84,3,3,2,4,50,50,33,67
2017/1/17,16,44,49,57,60,81,3,3,0,6,50,50,0,100
2017/1/19,32,51,74,79,80,81,3,3,1,5,50,50,17,83
2017/1/21,6,55,63,68,76,80,2,4,0,6,33,67,0,100
2017/1/24,63,67,74,77,83,85,5,1,2,4,83,17,33,67
2017/1/26,43,48,49,51,60,75,4,2,1,5,67,33,17,83
2017/1/28,9,13,15,51,73,74,5,1,2,4,83,17,33,67
2017/1/31,14,15,16,43,49,77,4,2,1,5,67,33,17,83
2017/2/2,11,27,56,57,64,66,3,3,1,5,50,50,17,83
2017/2/4,13,18,34,51,62,81,3,3,1,5,50,50,17,83
2017/2/7,2,21,38,74,79,83,3,3,3,3,50,50,50,50
2017/2/9,18,25,35,38,45,75,4,2,0,6,67,33,0,100
2017/2/11,6,9,11,32,63,83,4,2,2,4,67,33,33,67
2017/2/14,9,14,19,35,48,65,4,2,1,5,67,33,17,83
2017/2/16,13,17,26,33,60,78,3,3,2,4,50,50,33,67
2017/2/18,7,13,24,36,37,86,3,3,3,3,50,50,50,50
2017/2/21,4,22,36,60,66,90,0,6,0,6,0,100,0,100
2017/2/23,9,11,21,37,86,90,4,2,2,4,67,33,33,67
2017/2/25,11,17,40,69,84,85,4,2,2,4,67,33,33,67
2017/2/28,19,22,44,45,71,76,3,3,2,4,50,50,33,67
2017/3/2,34,37,52,58,65,89,3,3,2,4,50,50,33,67
2017/3/4,2,11,26,51,64,87,3,3,2,4,50,50,33,67
2017/3/7,8,19,28,33,71,89,4,2,3,3,67,33,50,50
2017/3/9,4,17,39,40,50,58,2,4,1,5,33,67,17,83
2017/3/11,3,6,46,48,63,76,2,4,1,5,33,67,17,83
2017/3/14,16,21,53,74,79,80,3,3,2,4,50,50,33,67
2017/3/16,16,21,31,62,69,85,4,2,1,5,67,33,17,83
2017/3/18,14,41,60,74,79,80,2,4,2,4,33,67,33,67
2017/3/21,32,35,58,63,76,79,3,3,1,5,50,50,17,83
2017/3/23,25,39,48,74,86,89,3,3,1,5,50,50,17,83
2017/3/25,3,50,60,64,85,86,2,4,1,5,33,67,17,83
2017/3/28,3,6,20,54,72,90,1,5,1,5,17,83,17,83
2017/3/30,5,16,40,70,74,76,1,5,1,5,17,83,17,83
2017/4/1,8,46,68,70,76,86,0,6,0,6,0,100,0,100
2017/4/4,3,16,29,34,37,57,4,2,3,3,67,33,50,50
2017/4/6,15,16,21,24,53,89,4,2,2,4,67,33,33,67
2017/4/8,4,6,27,76,80,86,1,5,0,6,17,83,0,100
2017/4/11,5,57,59,69,81,86,5,1,2,4,83,17,33,67
2017/4/13,16,24,56,69,85,87,3,3,0,6,50,50,0,100
2017/4/15,6,20,35,36,55,59,3,3,1,5,50,50,17,83
2017/4/18,18,29,52,74,76,88,1,5,1,5,17,83,17,83
2017/4/20,3,14,52,67,72,82,2,4,2,4,33,67,33,67
2017/4/22,1,4,9,10,36,79,3,3,2,4,50,50,33,67
2017/4/27,8,27,54,62,82,83,2,4,1,5,33,67,17,83
2017/4/29,8,14,25,41,79,84,3,3,2,4,50,50,33,67
2017/5/2,28,43,59,60,78,80,2,4,2,4,33,67,33,67
2017/5/4,15,20,33,39,65,75,5,1,0,6,83,17,0,100
2017/5/6,57,60,73,77,82,86,3,3,1,5,50,50,17,83
2017/5/9,3,25,63,70,75,78,4,2,1,5,67,33,17,83
2017/5/11,19,37,45,51,82,83,5,1,3,3,83,17,50,50
2017/5/13,4,15,21,22,44,77,3,3,0,6,50,50,0,100
2017/5/16,29,38,75,79,80,90,3,3,2,4,50,50,33,67
2017/5/18,1,19,47,61,70,87,5,1,4,2,83,17,67,33
2017/5/20,6,37,46,53,73,78,3,3,3,3,50,50,50,50
2017/5/23,10,18,23,34,61,75,3,3,2,4,50,50,33,67
2017/5/25,10,33,40,42,46,77,2,4,0,6,33,67,0,100
2017/5/27,16,34,57,64,65,78,2,4,0,6,33,67,0,100
2017/5/30,21,26,35,59,66,70,3,3,1,5,50,50,17,83
2017/6/1,7,15,27,37,56,58,4,2,2,4,67,33,33,67
2017/6/3,2,22,36,77,83,90,2,4,2,4,33,67,33,67
2017/6/6,7,12,26,46,56,70,1,5,1,5,17,83,17,83
2017/6/8,11,28,32,48,54,59,2,4,2,4,33,67,33,67
2017/6/10,19,54,56,57,67,69,4,2,2,4,67,33,33,67
2017/6/13,41,50,69,71,77,81,5,1,2,4,83,17,33,67
2017/6/15,6,24,28,32,78,83,1,5,1,5,17,83,17,83
2017/6/17,45,48,71,75,80,83,4,2,2,4,67,33,33,67
2017/6/20,38,46,54,76,82,86,0,6,0,6,0,100,0,100
2017/6/22,9,18,24,42,59,71,3,3,2,4,50,50,33,67
2017/6/24,2,18,20,23,30,75,2,4,2,4,33,67,33,67
2017/6/27,9,14,62,64,78,82,1,5,0,6,17,83,0,100
2017/6/29,16,19,38,40,58,79,2,4,2,4,33,67,33,67
2017/7/1,15,20,45,59,81,85,5,1,1,5,83,17,17,83
2017/7/4,21,37,58,75,81,85,5,1,1,5,83,17,17,83
2017/7/6,36,37,46,48,51,74,2,4,1,5,33,67,17,83
2017/7/8,6,8,32,54,80,82,0,6,0,6,0,100,0,100
2017/7/11,6,12,38,42,49,83,2,4,1,5,33,67,17,83
2017/7/13,2,11,26,62,74,78,1,5,2,4,17,83,33,67
2017/7/15,27,37,44,47,73,86,4,2,3,3,67,33,50,50
2017/7/18,17,34,42,47,75,85,4,2,2,4,67,33,33,67
2017/7/20,22,32,45,60,61,80,2,4,1,5,33,67,17,83
2017/7/22,6,22,26,33,51,88,2,4,0,6,33,67,0,100
2017/7/25,4,29,30,47,52,59,3,3,3,3,50,50,50,50
2017/7/27,5,15,52,60,77,84,3,3,1,5,50,50,17,83
2017/7/29,5,11,58,75,78,81,4,2,2,4,67,33,33,67
2017/8/1,1,8,28,54,82,90,1,5,1,5,17,83,17,83
2017/8/3,20,25,39,49,69,71,5,1,1,5,83,17,17,83
2017/8/5,14,19,50,69,75,90,3,3,1,5,50,50,17,83
2017/8/8,17,24,33,41,63,66,4,2,2,4,67,33,33,67
2017/8/10,3,5,24,41,48,80,3,3,3,3,50,50,50,50
2017/8/12,6,17,32,40,44,67,2,4,2,4,33,67,33,67
2017/8/17,22,28,46,52,69,86,1,5,0,6,17,83,0,100
2017/8/19,18,29,34,47,48,60,2,4,2,4,33,67,33,67
2017/8/22,34,46,50,52,67,86,1,5,1,5,17,83,17,83
2017/8/24,40,45,54,72,85,88,2,4,0,6,33,67,0,100
2017/8/26,28,29,36,54,55,68,2,4,1,5,33,67,17,83
2017/8/29,21,23,54,73,84,88,3,3,2,4,50,50,33,67
2017/8/31,5,29,32,33,72,89,4,2,3,3,67,33,50,50
2017/9/2,2,49,57,60,71,77,4,2,2,4,67,33,33,67
2017/9/5,7,12,66,68,73,76,2,4,2,4,33,67,33,67
2017/9/7,11,29,64,68,70,85,3,3,2,4,50,50,33,67
2017/9/9,29,39,49,56,83,85,5,1,2,4,83,17,33,67
2017/9/12,7,10,25,26,37,68,3,3,2,4,50,50,33,67
2017/9/14,18,25,29,30,33,69,4,2,1,5,67,33,17,83
2017/9/16,22,35,36,55,63,86,3,3,0,6,50,50,0,100
2017/9/19,38,45,46,55,65,73,4,2,1,5,67,33,17,83
2017/9/21,13,16,27,48,67,77,4,2,2,4,67,33,33,67
2017/9/23,8,46,48,69,72,81,2,4,0,6,33,67,0,100
2017/9/26,13,18,19,46,58,60,2,4,2,4,33,67,33,67
2017/9/28,6,15,39,68,80,89,3,3,1,5,50,50,17,83
2017/9/30,7,12,21,22,39,90,3,3,1,5,50,50,17,83
2017/10/3,6,21,38,48,79,90,2,4,1,5,33,67,17,83
2017/10/5,14,33,48,61,65,80,3,3,1,5,50,50,17,83
2017/10/7,14,17,35,37,55,83,5,1,3,3,83,17,50,50
2017/10/10,4,26,52,65,66,72,1,5,0,6,17,83,0,100
2017/10/12,9,16,19,35,41,59,5,1,3,3,83,17,50,50
2017/10/14,2,13,50,75,85,90,3,3,2,4,50,50,33,67
2017/10/17,10,17,30,55,62,78,2,4,1,5,33,67,17,83
2017/10/19,16,17,58,66,71,72,2,4,2,4,33,67,33,67
2017/10/21,21,22,31,32,33,81,4,2,1,5,67,33,17,83
2017/10/24,6,45,47,61,74,80,3,3,2,4,50,50,33,67
2017/10/26,14,38,43,57,65,72,3,3,1,5,50,50,17,83
2017/10/28,7,11,17,28,32,79,4,2,4,2,67,33,67,33
2017/10/31,19,24,35,69,80,89,4,2,2,4,67,33,33,67
2017/11/2,11,31,46,48,65,68,3,3,2,4,50,50,33,67
2017/11/4,6,7,8,38,45,78,2,4,1,5,33,67,17,83
2017/11/7,2,6,34,69,77,86,2,4,1,5,33,67,17,83
2017/11/9,8,12,41,42,46,51,2,4,1,5,33,67,17,83
2017/11/11,16,31,33,51,75,80,4,2,1,5,67,33,17,83
2017/11/14,1,11,40,45,46,57,4,2,2,4,67,33,33,67
2017/11/16,2,12,16,26,51,73,2,4,2,4,33,67,33,67
2017/11/18,3,16,24,27,44,88,2,4,1,5,33,67,17,83
2017/11/21,32,40,41,47,56,72,2,4,2,4,33,67,33,67
2017/11/23,14,38,40,51,53,64,2,4,1,5,33,67,17,83
2017/11/25,16,20,22,42,54,62,0,6,0,6,0,100,0,100
2017/11/28,27,28,48,61,87,88,3,3,1,5,50,50,17,83
2017/11/30,5,17,19,33,43,63,6,0,4,2,100,0,67,33
2017/12/2,4,12,25,27,35,69,4,2,0,6,67,33,0,100
2017/12/5,10,34,45,63,81,83,4,2,1,5,67,33,17,83
2017/12/7,14,15,65,68,82,85,3,3,0,6,50,50,0,100
2017/12/9,21,24,48,51,60,82,2,4,0,6,33,67,0,100
2017/12/12,2,30,44,52,58,69,1,5,1,5,17,83,17,83
2017/12/14,25,33,39,59,72,74,4,2,1,5,67,33,17,83
2017/12/16,3,7,53,65,66,73,5,1,4,2,83,17,67,33
2017/12/19,22,39,43,65,77,89,5,1,2,4,83,17,33,67
2017/12/21,12,25,50,59,67,88,3,3,2,4,50,50,33,67
2017/12/23,35,39,48,71,88,89,4,2,2,4,67,33,33,67
2017/12/28,10,28,33,43,50,80,2,4,1,5,33,67,17,83
2017/12/30,6,17,23,46,52,53,3,3,3,3,50,50,50,50
2018/1/2,1,19,26,44,61,89,4,2,4,2,67,33,67,33
2018/1/4,5,19,28,43,58,82,3,3,3,3,50,50,50,50
2018/1/9,8,69,70,84,88,90,1,5,0,6,17,83,0,100
2018/1/11,3,25,28,37,71,82,4,2,3,3,67,33,50,50
2018/1/13,2,10,41,49,56,71,3,3,3,3,50,50,50,50
2018/1/16,9,29,51,53,74,76,4,2,2,4,67,33,33,67
2018/1/18,29,43,46,50,85,86,3,3,2,4,50,50,33,67
2018/1/20,27,48,50,74,76,84,1,5,0,6,17,83,0,100
2018/1/23,2,5,24,32,47,62,2,4,3,3,33,67,50,50
2018/1/25,15,38,48,52,66,71,2,4,1,5,33,67,17,83
2018/1/27,5,24,68,72,78,85,2,4,1,5,33,67,17,83
2018/1/30,22,39,47,49,77,89,5,1,2,4,83,17,33,67
2018/2/1,20,45,51,63,85,89,5,1,1,5,83,17,17,83
2018/2/3,1,8,19,28,34,87,3,3,2,4,50,50,33,67
2018/2/6,4,8,16,35,36,74,1,5,0,6,17,83,0,100
2018/2/8,24,25,30,43,47,90,3,3,2,4,50,50,33,67
2018/2/10,7,31,35,57,88,89,5,1,3,3,83,17,50,50
2018/2/13,3,11,38,53,70,71,4,2,4,2,67,33,67,33
2018/2/15,5,17,34,40,78,82,2,4,2,4,33,67,33,67
2018/2/17,5,17,37,40,55,79,5,1,4,2,83,17,67,33
2018/2/20,17,25,52,55,67,75,5,1,2,4,83,17,33,67
2018/2/22,9,40,45,70,76,81,3,3,0,6,50,50,0,100
2018/2/24,10,44,48,62,68,83,1,5,1,5,17,83,17,83
2018/2/27,48,56,66,83,86,89,2,4,2,4,33,67,33,67
2018/3/1,9,23,57,72,77,82,4,2,1,5,67,33,17,83
2018/3/3,2,19,62,74,81,83,3,3,3,3,50,50,50,50
2018/3/6,12,36,45,46,67,75,3,3,1,5,50,50,17,83
2018/3/8,22,50,52,65,66,89,2,4,1,5,33,67,17,83
2018/3/10,11,15,42,64,82,84,2,4,1,5,33,67,17,83
2018/3/13,19,33,42,65,78,85,4,2,1,5,67,33,17,83
2018/3/15,2,13,17,31,45,69,5,1,4,2,83,17,67,33
2018/3/17,7,35,52,85,88,90,3,3,1,5,50,50,17,83
2018/3/20,9,20,33,43,44,48,3,3,1,5,50,50,17,83
2018/3/22,20,23,29,37,39,72,4,2,3,3,67,33,50,50
2018/3/24,2,24,42,62,66,81,1,5,1,5,17,83,17,83
2018/3/27,10,16,35,63,73,83,4,2,2,4,67,33,33,67
2018/3/29,11,15,32,35,52,56,3,3,1,5,50,50,17,83
2018/3/31,1,6,7,9,45,79,5,1,3,3,83,17,50,50
2018/4/3,30,45,47,49,71,90,4,2,2,4,67,33,33,67
2018/4/5,7,27,55,63,73,77,6,0,2,4,100,0,33,67
2018/4/7,3,20,47,55,81,83,5,1,3,3,83,17,50,50
2018/4/10,27,35,46,68,72,82,2,4,0,6,33,67,0,100
2018/4/12,8,28,34,38,47,54,1,5,1,5,17,83,17,83
2018/4/14,1,10,31,44,58,80,2,4,2,4,33,67,33,67
2018/4/17,12,23,39,54,72,73,3,3,2,4,50,50,33,67
2018/4/19,5,17,20,44,62,80,2,4,2,4,33,67,33,67
2018/4/21,11,43,68,72,79,85,4,2,3,3,67,33,50,50
2018/4/24,31,41,44,67,75,82,4,2,3,3,67,33,50,50
2018/4/26,44,52,64,66,67,71,2,4,2,4,33,67,33,67
2018/4/28,2,25,41,42,74,87,3,3,2,4,50,50,33,67
2018/5/3,9,19,31,39,77,82,5,1,2,4,83,17,33,67
2018/5/5,6,14,19,59,79,81,4,2,3,3,67,33,50,50
2018/5/8,17,18,41,57,58,75,4,2,2,4,67,33,33,67
2018/5/10,41,62,77,79,81,84,4,2,2,4,67,33,33,67
2018/5/12,29,49,50,56,64,78,2,4,1,5,33,67,17,83
2018/5/15,3,10,38,52,65,71,3,3,2,4,50,50,33,67
2018/5/17,16,33,34,74,79,80,2,4,1,5,33,67,17,83
2018/5/19,40,51,55,56,74,81,3,3,0,6,50,50,0,100
2018/5/22,12,13,19,37,62,72,3,3,3,3,50,50,50,50
2018/5/24,1,27,31,58,83,87,5,1,3,3,83,17,50,50
2018/5/26,20,27,32,55,69,90,3,3,0,6,50,50,0,100
2018/5/29,19,28,42,49,68,83,3,3,2,4,50,50,33,67
2018/5/31,9,57,64,66,69,86,3,3,0,6,50,50,0,100
2018/6/5,6,10,11,21,71,75,4,2,2,4,67,33,33,67
2018/6/7,33,39,47,64,67,76,4,2,2,4,67,33,33,67
2018/6/9,13,32,41,51,61,86,4,2,3,3,67,33,50,50
2018/6/12,1,12,31,33,44,50,3,3,2,4,50,50,33,67
2018/6/14,5,37,51,65,79,81,6,0,3,3,100,0,50,50
2018/6/16,2,9,15,22,47,65,4,2,2,4,67,33,33,67
2018/6/19,1,7,25,40,68,75,4,2,2,4,67,33,33,67
2018/6/21,6,11,37,42,58,62,2,4,2,4,33,67,33,67
2018/6/23,4,17,29,55,67,70,4,2,3,3,67,33,50,50
2018/6/26,2,6,37,39,51,86,3,3,2,4,50,50,33,67
2018/6/28,28,36,55,76,81,89,3,3,1,5,50,50,17,83
2018/6/30,9,13,23,32,45,54,4,2,2,4,67,33,33,67
2018/7/3,28,33,38,41,66,72,2,4,1,5,33,67,17,83
2018/7/5,11,19,27,41,61,83,6,0,5,1,100,0,83,17
2018/7/7,3,51,55,64,77,79,5,1,2,4,83,17,33,67
2018/7/10,27,41,50,60,63,81,4,2,1,5,67,33,17,83
2018/7/12,3,13,18,24,74,89,3,3,3,3,50,50,50,50
2018/7/14,2,9,14,19,27,77,4,2,2,4,67,33,33,67
2018/7/17,30,35,44,60,72,76,1,5,0,6,17,83,0,100
2018/7/19,11,38,47,71,76,77,4,2,3,3,67,33,50,50
2018/7/21,22,36,38,56,59,67,2,4,2,4,33,67,33,67
2018/7/24,7,29,37,43,72,79,5,1,5,1,83,17,83,17
2018/7/26,21,34,53,72,80,84,2,4,1,5,33,67,17,83
2018/7/28,10,19,47,67,68,75,4,2,3,3,67,33,50,50
2018/7/31,23,32,49,53,61,85,5,1,3,3,83,17,50,50
2018/8/2,5,6,41,44,65,74,3,3,2,4,50,50,33,67
2018/8/4,23,39,53,56,64,84,3,3,2,4,50,50,33,67
2018/8/7,11,18,21,23,55,66,4,2,2,4,67,33,33,67
2018/8/9,31,32,46,54,73,90,2,4,2,4,33,67,33,67
2018/8/11,14,57,73,79,82,84,3,3,2,4,50,50,33,67
2018/8/14,21,43,45,57,67,83,6,0,3,3,100,0,50,50
2018/8/16,2,10,12,21,22,50,1,5,1,5,17,83,17,83
2018/8/18,7,14,27,66,70,81,3,3,1,5,50,50,17,83
2018/8/21,2,16,30,39,51,79,3,3,2,4,50,50,33,67
2018/8/23,14,23,32,34,40,80,1,5,1,5,17,83,17,83
2018/8/25,42,44,54,68,69,81,2,4,0,6,33,67,0,100
2018/8/28,1,26,39,43,73,89,5,1,4,2,83,17,67,33
2018/8/30,16,28,29,55,63,69,4,2,1,5,67,33,17,83
2018/9/1,1,4,19,23,55,68,4,2,3,3,67,33,50,50
2018/9/4,18,25,47,51,70,83,4,2,2,4,67,33,33,67
2018/9/6,2,23,34,52,76,87,2,4,2,4,33,67,33,67
2018/9/8,7,25,32,39,59,86,4,2,2,4,67,33,33,67
2018/9/11,59,61,63,65,71,84,5,1,3,3,83,17,50,50
2018/9/13,16,23,29,49,57,76,4,2,2,4,67,33,33,67
2018/9/15,3,26,34,61,84,87,3,3,2,4,50,50,33,67
2018/9/18,2,24,31,42,47,55,3,3,3,3,50,50,50,50
2018/9/20,15,18,56,67,72,74,2,4,1,5,33,67,17,83
2018/9/22,12,16,29,45,82,85,3,3,1,5,50,50,17,83
2018/9/25,17,24,57,64,70,89,3,3,2,4,50,50,33,67
2018/9/27,21,37,46,56,65,77,4,2,1,5,67,33,17,83
2018/9/29,34,54,77,80,81,87,3,3,0,6,50,50,0,100
2018/10/2,3,7,18,47,64,82,3,3,3,3,50,50,50,50
2018/10/4,15,30,72,79,86,90,2,4,1,5,33,67,17,83
2018/10/6,27,28,33,75,77,78,4,2,0,6,67,33,0,100
2018/10/9,10,36,49,53,77,85,4,2,1,5,67,33,17,83
2018/10/11,20,23,39,50,62,68,2,4,1,5,33,67,17,83
2018/10/13,14,36,39,46,55,59,3,3,1,5,50,50,17,83
2018/10/16,8,13,25,50,65,72,3,3,1,5,50,50,17,83
2018/10/18,16,23,50,73,80,88,2,4,2,4,33,67,33,67
2018/10/20,4,14,27,38,89,90,2,4,1,5,33,67,17,83
2018/10/23,6,30,49,56,64,81,2,4,0,6,33,67,0,100
2018/10/25,10,21,24,26,29,89,3,3,2,4,50,50,33,67
2018/10/27,3,12,35,51,59,80,4,2,2,4,67,33,33,67
2018/10/30,38,40,43,59,67,72,3,3,3,3,50,50,50,50
2018/11/3,23,35,40,79,86,87,4,2,2,4,67,33,33,67
2018/11/6,4,16,24,42,51,84,1,5,0,6,17,83,0,100
2018/11/8,11,15,20,27,45,59,5,1,2,4,83,17,33,67
2018/11/10,9,15,20,46,50,84,2,4,0,6,33,67,0,100
2018/11/13,7,15,22,31,46,50,3,3,2,4,50,50,33,67
2018/11/15,6,12,34,36,40,66,0,6,0,6,0,100,0,100
2018/11/17,3,5,38,53,54,82,3,3,3,3,50,50,50,50
2018/11/20,3,9,43,48,61,83,5,1,4,2,83,17,67,33
2018/11/22,15,24,28,34,56,73,2,4,1,5,33,67,17,83
2018/11/24,30,38,63,68,77,80,2,4,0,6,33,67,0,100
2018/11/27,6,12,15,30,31,89,3,3,2,4,50,50,33,67
2018/11/29,6,22,27,36,62,76,1,5,0,6,17,83,0,100
2018/12/1,7,16,33,54,80,84,2,4,1,5,33,67,17,83
2018/12/4,6,31,37,47,71,78,4,2,4,2,67,33,67,33
2018/12/6,10,30,44,45,47,49,3,3,1,5,50,50,17,83
2018/12/11,6,17,32,38,47,90,2,4,2,4,33,67,33,67
2018/12/13,7,9,12,21,30,41,4,2,2,4,67,33,33,67
2018/12/15,5,23,36,42,47,79,4,2,4,2,67,33,67,33
2018/12/18,39,61,68,69,70,86,3,3,1,5,50,50,17,83
2018/12/20,11,49,58,71,76,89,4,2,3,3,67,33,50,50
2018/12/22,4,14,16,51,64,88,1,5,0,6,17,83,0,100
2018/12/27,36,43,44,49,78,82,2,4,1,5,33,67,17,83
2018/12/29,24,37,46,49,62,71,3,3,2,4,50,50,33,67
2019/1/3,1,35,52,56,64,70,2,4,1,5,33,67,17,83
2019/1/5,46,52,55,68,76,89,2,4,1,5,33,67,17,83
2019/1/8,23,34,38,54,57,87,3,3,1,5,50,50,17,83
2019/1/10,2,39,66,76,86,87,2,4,1,5,33,67,17,83
2019/1/12,16,33,36,62,73,88,2,4,1,5,33,67,17,83
2019/1/15,8,43,51,56,57,87,4,2,1,5,67,33,17,83
2019/1/17,21,26,33,35,63,89,5,1,1,5,83,17,17,83
2019/1/19,1,15,45,48,60,80,3,3,1,5,50,50,17,83
2019/1/22,3,22,79,82,83,88,3,3,3,3,50,50,50,50
2019/1/24,3,19,40,49,60,82,3,3,2,4,50,50,33,67
2019/1/26,17,19,62,72,78,82,2,4,2,4,33,67,33,67
2019/1/29,6,11,29,65,87,90,4,2,2,4,67,33,33,67
2019/1/31,4,21,59,63,65,83,5,1,2,4,83,17,33,67
2019/2/2,37,42,52,80,86,88,1,5,1,5,17,83,17,83
2019/2/5,11,21,34,46,50,86,2,4,1,5,33,67,17,83
2019/2/7,9,26,27,49,54,76,3,3,0,6,50,50,0,100
2019/2/9,5,26,43,52,63,90,3,3,2,4,50,50,33,67
2019/2/12,14,28,64,69,84,90,1,5,0,6,17,83,0,100
2019/2/14,4,30,47,76,78,83,2,4,2,4,33,67,33,67
2019/2/16,10,17,42,59,61,80,3,3,3,3,50,50,50,50
2019/2/19,15,16,32,63,67,70,3,3,1,5,50,50,17,83
2019/2/21,11,16,43,59,87,90,4,2,3,3,67,33,50,50
2019/2/23,5,31,47,60,68,88,3,3,3,3,50,50,50,50
2019/2/26,13,25,27,52,66,75,4,2,1,5,67,33,17,83
2019/2/28,2,11,50,55,79,85,4,2,3,3,67,33,50,50
2019/3/2,19,34,37,40,66,69,3,3,2,4,50,50,33,67
2019/3/5,3,6,16,36,56,82,1,5,1,5,17,83,17,83
2019/3/7,8,42,51,62,80,84,1,5,0,6,17,83,0,100
2019/3/9,9,15,51,70,78,86,3,3,0,6,50,50,0,100
2019/3/12,13,37,58,66,67,88,3,3,3,3,50,50,50,50
2019/3/14,27,28,42,63,78,86,2,4,0,6,33,67,0,100
2019/3/16,49,61,63,77,87,88,5,1,1,5,83,17,17,83
2019/3/19,12,15,38,43,56,85,3,3,1,5,50,50,17,83
2019/3/21,27,32,52,59,69,90,3,3,1,5,50,50,17,83
2019/3/23,21,32,43,63,83,90,4,2,2,4,67,33,33,67
2019/3/26,14,27,45,47,52,84,3,3,1,5,50,50,17,83
2019/3/28,43,53,58,68,83,90,3,3,3,3,50,50,50,50
2019/3/30,1,10,20,28,47,55,3,3,2,4,50,50,33,67
2019/4/2,19,25,30,32,37,60,3,3,2,4,50,50,33,67
2019/4/4,7,29,38,49,66,70,3,3,2,4,50,50,33,67
2019/4/6,41,54,85,87,88,89,4,2,2,4,67,33,33,67
2019/4/9,1,13,28,33,37,65,5,1,3,3,83,17,50,50
2019/4/11,5,10,52,60,85,88,2,4,1,5,33,67,17,83
2019/4/13,16,22,30,40,51,77,2,4,0,6,33,67,0,100
2019/4/16,15,55,58,62,82,90,2,4,0,6,33,67,0,100
2019/4/18,7,10,46,47,73,89,4,2,4,2,67,33,67,33
2019/4/20,5,18,76,87,88,89,3,3,2,4,50,50,33,67
2019/4/23,19,20,32,51,63,79,4,2,2,4,67,33,33,67
2019/4/27,6,17,18,42,64,71,2,4,2,4,33,67,33,67
2019/4/30,13,29,31,51,55,72,5,1,3,3,83,17,50,50
2019/5/2,1,28,57,75,82,83,4,2,2,4,67,33,33,67
2019/5/4,4,15,41,52,76,85,3,3,1,5,50,50,17,83
2019/5/7,5,8,21,49,66,90,3,3,1,5,50,50,17,83
2019/5/9,3,17,26,38,54,82,2,4,2,4,33,67,33,67
2019/5/11,9,20,47,58,65,78,3,3,1,5,50,50,17,83
2019/5/14,37,59,69,75,89,90,5,1,3,3,83,17,50,50
2019/5/16,11,25,37,67,75,85,6,0,3,3,100,0,50,50
2019/5/18,31,33,44,57,62,65,4,2,1,5,67,33,17,83
2019/5/21,20,38,76,82,84,87,1,5,0,6,17,83,0,100
2019/5/23,2,8,15,32,72,79,2,4,2,4,33,67,33,67
2019/5/25,33,51,53,59,66,68,4,2,2,4,67,33,33,67
2019/5/28,8,30,33,58,84,89,2,4,1,5,33,67,17,83
2019/5/30,16,33,59,65,69,73,5,1,2,4,83,17,33,67
